institution,city,state,region,control,level,predominant_degree,admission_rate,sat_average,undergrad_enrollment,pct_pell_grant,pct_first_generation,median_family_income,cost_of_attendance,tuition_in_state,tuition_out_state,completion_rate,median_debt_at_graduation,median_earnings_6yr,median_earnings_10yr,earnings_p25_10yr,earnings_p75_10yr,pct_earning_over_25k_10yr,debt_to_earnings,latitude,longitude
Luther Rice College & Seminary,Lithonia,GA,Southeast,Private nonprofit,4-year,Bachelor's,0.9167,,165,0.5,0.5436,31532,31680,11320,11320,,34153,39300,47003,24933,68238,0.762,0.727,33.698126,-84.123179
Luzerne County Community College,Nanticoke,PA,Mid East,Public,2-year,Associate,,,3317,0.3745,0.5491,24834,14499,6600,16260,0.2268,11000,35631,40437,23227,60655,0.615,0.272,41.194728,-75.991095
Lycoming College,Williamsport,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.7407,1160,996,0.3801,0.3659,58938,64105,50029,50029,0.5963,27000,43713,56210,37571,77152,0.817,0.48,41.24666,-77.0
Lyle's College of  Beauty,Fresno,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,90,0.4379,0.605,14595,,,,0.6364,6333,12878,25913,11150,39254,0.223,0.244,36.836265,-119.774167
Lyle's College of Beauty,Bakersfield,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,70,0.3609,0.605,14595,,,,0.8333,6333,12878,25913,11150,39254,0.223,0.244,35.386539,-119.02387
Lynn University,Boca Raton,FL,Southeast,Private nonprofit,4-year,Bachelor's,0.7347,1134,2859,0.2341,0.2701,41024,67880,44480,44480,0.5206,17940,41427,49006,27097,73029,0.694,0.366,26.385985,-80.122806
Lyon College,Batesville,AR,Southeast,Private nonprofit,4-year,Bachelor's,0.6276,,648,0.4061,0.3,51394,44978,31000,31000,0.4676,21500,37629,44232,29991,61811,0.736,0.486,35.777619,-91.625354
Lyon College-School of Dental Medicine,Little Rock,AR,Southeast,Private nonprofit,4-year,Graduate,,,,,0.3,51394,,,,,21500,37629,44232,29991,61811,0.736,0.486,,
Lytles Redwood Empire Beauty College,Santa Rosa,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,86,0.4734,0.55,24423,,,,0.8182,8682,23192,20358,7940,42198,0.408,0.426,38.508385,-122.75777
M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,MI,Great Lakes,Private for-profit,Less than 2-year,Certificate,,,50,0.6415,,13242,,,,0.9286,,16906,20720,9118,32813,,,43.60429,-84.777927
M State - Detroit Lakes Campus,Detroit Lakes,MN,Plains,Public,2-year,Not classified,,,,,0.3007,32398,,5825,5825,,12000,41829,45591,27741,65116,0.672,0.263,,
M State - Moorhead Campus,Moorhead,MN,Plains,Public,2-year,Not classified,,,,,0.3007,32398,,6026,6026,,12000,41829,45591,27741,65116,0.672,0.263,,
M State - Wadena Campus,Wadena,MN,Plains,Public,2-year,Not classified,,,,,0.3007,32398,,5855,5855,,12000,41829,45591,27741,65116,0.672,0.263,,
M-DCPS The English Center,Miami,FL,Southeast,Public,Less than 2-year,Certificate,,,203,0.0976,,14724,,,,0.9175,,24284,30739,14503,45439,,,25.74027,-80.25167
MCVSD,Freehold,NJ,Mid East,Public,Less than 2-year,Certificate,,,67,0.7463,0.5287,20144,,,,0.5286,,29838,45062,21671,70242,0.6,,40.265559,-74.249254
MDT College of Health Sciences,Chicago,IL,Great Lakes,Private for-profit,Less than 2-year,Certificate,0.6421,,575,0.9313,0.5335,14054,37647,21870,21870,0.5,19500,40181,43946,20443,71168,0.518,0.444,41.882931,-87.626495
MGH Institute of Health Professions,Boston,MA,New England,Private nonprofit,4-year,Bachelor's,,,164,0.0,0.2829,31881,,,,,24961,93187,87130,62399,100798,,0.286,42.375018,-71.054002
MJ Barber & Beauty Academy,Hemet,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,94,0.6968,0.7037,15285,,,,0.9206,2905,19214,19665,9576,34134,,0.148,33.745675,-117.010783
MJ Barber & Beauty Academy,La Quinta,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,66,0.7197,0.7037,15285,,,,0.8302,2905,19214,19665,9576,34134,,0.148,33.708193,-116.278254
MTI College,Sacramento,CA,Far West,Private for-profit,2-year,Certificate,0.6338,,2000,0.4745,0.4764,19868,,,,0.7709,8836,36376,45328,20471,65132,0.612,0.195,38.661377,-121.342568
Macalester College,Saint Paul,MN,Plains,Private nonprofit,4-year,Bachelor's,0.2852,1440,2131,0.1723,0.1283,88992,82991,68104,68104,0.871,23000,46244,63878,41814,87495,0.777,0.36,44.938565,-93.168053
Machzikei Hadath Rabbinical College,Brooklyn,NY,Mid East,Private nonprofit,4-year,Bachelor's,1.0,,131,0.9134,,19505,30053,13500,13500,0.3333,,,41527,19103,,,,40.627937,-73.988378
Macomb Community College,Warren,MI,Great Lakes,Public,2-year,Associate,,,13876,0.3368,0.4867,21000,11912,3660,8370,0.1797,6000,33875,41596,21143,63899,0.615,0.144,42.50599,-82.972377
Madison Adult Career Center,Mansfield,OH,Great Lakes,Public,2-year,Certificate,,,81,0.3139,0.6075,16347,,,,0.8525,4266,32538,30941,18555,44576,,0.138,40.774328,-82.460912
Madison Area Technical College,Madison,WI,Great Lakes,Public,2-year,Certificate,,,10073,0.2001,0.4049,31113,19434,4977,7255,0.2891,14060,40928,45413,28299,64938,0.69,0.31,43.12183,-89.327921
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,Mid East,Public,Less than 2-year,Certificate,1.0,,113,0.7857,0.5455,19749,,,,0.7949,,40296,41169,,52145,0.609,,43.141074,-75.560043
Madisonville Community College,Madisonville,KY,Southeast,Public,2-year,Certificate,,,1841,0.2962,0.5324,22750,13911,4728,6432,0.4865,8450,31257,35733,18925,56327,0.537,0.236,37.362661,-87.512137
Madonna University,Livonia,MI,Great Lakes,Private nonprofit,4-year,Bachelor's,0.6339,980,1632,0.304,0.4177,30676,41038,28440,28440,0.6,23000,49871,59058,38222,81197,0.74,0.389,42.384323,-83.404722
Maestro College,Dallas,TX,Southwest,Private for-profit,2-year,Certificate,,,61,0.7391,0.5714,10612,,,,0.8219,9500,24014,33559,15792,58441,,0.283,32.89622,-96.768104
Maestro College,Arlington,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,72,0.6918,0.5714,10612,,,,0.8132,9500,24014,33559,15792,58441,,0.283,32.758912,-97.093191
Maharishi International University,Fairfield,IA,Plains,Private nonprofit,4-year,Bachelor's,0.957,,922,0.5689,0.3377,8040,27892,16530,16530,0.5,24781,26468,27981,11123,56573,0.5,0.886,41.017781,-91.967306
Mahoning County Career and Technical Center,Canfield,OH,Great Lakes,Public,Less than 2-year,Certificate,,,80,0.1119,0.7167,20674,,,,0.8,,31917,37526,30005,51870,,,41.032696,-80.787668
Maine College of Art & Design,Portland,ME,New England,Private nonprofit,4-year,Bachelor's,0.7606,,415,0.2857,0.2388,56586,60128,42942,42942,0.5155,27000,24333,40778,24199,55585,0.49,0.662,43.655743,-70.261015
Maine College of Health Professions,Lewiston,ME,New England,Private nonprofit,4-year,Associate,0.7143,,239,0.5175,0.4928,38474,26827,20952,20952,0.6667,15250,,79840,,87997,0.867,0.191,44.100458,-70.21732
Maine Maritime Academy,Castine,ME,New England,Public,4-year,Bachelor's,0.5414,1166,942,0.2463,0.2067,87728,31046,15158,31102,0.5818,27000,93944,89964,57712,124580,0.899,0.3,44.389654,-68.804347
Malone University,Canton,OH,Great Lakes,Private nonprofit,4-year,Bachelor's,0.7586,1081,798,0.3252,0.3271,58891,49754,37160,37160,0.4498,26289,43056,48909,32520,71871,0.759,0.538,40.825662,-81.376863
Manatee Technical College,Bradenton,FL,Southeast,Public,2-year,Certificate,,,1486,0.2559,0.5243,18827,,,,0.6396,,37820,38129,21785,57490,0.519,,27.447894,-82.481088
Manchester Community College,Manchester,NH,New England,Public,2-year,Associate,,,1587,0.25,0.4244,32782,20703,7090,15340,0.413,15060,38656,49063,27685,73089,0.682,0.307,43.019823,-71.483534
Manchester University,North Manchester,IN,Great Lakes,Private nonprofit,4-year,Bachelor's,0.7106,,936,0.447,0.3367,63382,49993,37135,37135,0.4608,26854,43024,51504,36585,71309,0.773,0.521,41.01154,-85.762249
Mandl School-The College of Allied Health,New York,NY,Mid East,Private for-profit,2-year,Associate,,,497,0.8559,0.5271,13984,43113,21700,21700,0.4773,20000,37266,39108,19647,54755,0.58,0.511,40.764404,-73.983786
Manhattan Area Technical College,Manhattan,KS,Plains,Public,2-year,Certificate,,,342,0.1095,0.3651,33943,19407,9844,9844,0.7429,9500,44928,51864,32955,73011,0.744,0.183,39.197774,-96.615672
Manhattan Christian College,Manhattan,KS,Plains,Private nonprofit,4-year,Bachelor's,1.0,1020,146,0.4681,0.269,49684,34466,19126,19126,0.4429,24250,40023,48860,31461,62911,0.678,0.496,39.184806,-96.579383
Manhattan School of Computer Technology,Brooklyn,NY,Mid East,Private nonprofit,2-year,Certificate,,,1002,0.8618,0.5694,5020,,,,0.6992,,21315,26020,12231,44653,0.385,,40.63473,-73.967118
Manhattan School of Music,New York,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.4078,,539,0.1197,,87262,77703,57050,57050,0.7832,26994,18815,26878,11725,52252,0.45,1.004,40.812312,-73.961334
Manhattan University,Riverdale,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.7894,1270,2744,0.36,0.2542,76817,64348,53400,53400,0.6371,26000,64472,86316,61516,118926,0.879,0.301,40.889756,-73.901893
Manhattanville University,Purchase,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.8734,,1362,0.3514,0.301,53935,53499,44604,44604,0.5842,25000,45056,58832,32425,84538,0.775,0.425,41.032187,-73.715645
Manor College,Jenkintown,PA,Mid East,Private nonprofit,4-year,Associate,0.9486,820,443,0.5199,0.5033,24346,27557,21780,21780,0.2574,19000,36013,46825,27887,69225,0.741,0.406,40.08714,-75.104786
Maranatha Baptist University,Watertown,WI,Great Lakes,Private nonprofit,4-year,Bachelor's,0.719,1170,541,0.3399,0.1915,49012,37092,21550,21550,0.6357,14143,40403,45593,27983,67603,0.579,0.31,43.195013,-88.737016
Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,Mid East,Private nonprofit,Less than 2-year,Certificate,,,51,0.4419,,40006,,,,,12000,,72380,,90142,,0.166,38.771565,-75.142864
Maria College of Albany,Albany,NY,Mid East,Private nonprofit,4-year,Associate,0.4448,,656,0.5576,0.4099,31074,21798,18740,18740,0.3,20528,53357,55458,35668,77413,0.752,0.37,42.657789,-73.806287
Marian Health Careers Center-Los Angeles Campus,Los Angeles,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,150,0.5745,0.3505,26319,,,,0.6667,12337,52162,63612,46277,89650,0.911,0.194,34.062273,-118.295677
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,90,0.4098,0.3505,26319,,,,0.7143,12337,52162,63612,46277,89650,0.911,0.194,34.177483,-118.465561
Marian University,Fond Du Lac,WI,Great Lakes,Private nonprofit,4-year,Bachelor's,0.7498,,1010,0.3259,0.3897,57509,44450,35178,35178,0.4416,25000,49839,53501,35359,74849,0.769,0.467,43.777411,-88.420638
Marian University,Indianapolis,IN,Great Lakes,Private nonprofit,4-year,Bachelor's,0.9546,,2266,0.2853,0.2918,49554,56258,40664,40664,0.6722,27000,55704,58759,39146,84617,0.77,0.46,39.813233,-86.202643
Marian University-Ancilla,Plymouth,IN,Great Lakes,Private nonprofit,4-year,Associate,0.9169,,226,0.6065,0.2918,49554,38305,20100,20100,,27000,55704,58759,39146,84617,0.77,0.46,41.337931,-86.445875
Marietta College,Marietta,OH,Great Lakes,Private nonprofit,4-year,Bachelor's,0.7931,1088,952,0.3355,0.2596,69660,53709,39652,39652,0.6138,27000,51252,57180,38070,87422,0.757,0.472,39.41668,-81.450045
Marion Military Institute,Marion,AL,Southeast,Public,2-year,Associate,0.9703,1068,329,0.5357,0.2338,38434,18743,9538,15538,0.3596,9250,45043,59644,34500,83934,0.756,0.155,32.623734,-87.322041
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,NY,Mid East,Private nonprofit,Less than 2-year,Certificate,1.0,,14,0.7,0.4437,30908,14370,12085,12085,0.0,18955,63294,70771,41435,88267,,0.268,42.876429,-76.987844
Marion Technical College,Marion,OH,Great Lakes,Public,4-year,Associate,,,1475,0.2261,0.504,27000,13026,6595,11225,0.3062,8300,40017,41495,23062,59326,0.594,0.2,40.577017,-83.089156
Marion Technical College,Ocala,FL,Southeast,Public,2-year,Certificate,,,463,0.3881,0.5163,16708,,,,0.796,,31354,36095,19229,53461,0.388,,29.178271,-82.147877
Marist University,Poughkeepsie,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.5651,1295,5182,0.1445,0.1884,107457,67574,47750,47750,0.796,25000,62546,77819,50231,106692,0.846,0.321,41.720937,-73.935484
Marketti Academy of Cosmetology,Waterford,MI,Great Lakes,Private for-profit,Less than 2-year,Certificate,,,45,0.1429,0.4722,16646,,,,0.8966,,20826,14345,8415,41013,,,42.683352,-83.374733
Marquette University,Milwaukee,WI,Great Lakes,Private nonprofit,4-year,Bachelor's,0.8134,1310,7660,0.1839,0.1935,96300,66768,51170,51170,0.8321,23940,65241,78257,54671,105538,0.89,0.306,43.03903,-87.927961
Mars Hill University,Mars Hill,NC,Southeast,Private nonprofit,4-year,Bachelor's,0.679,,1044,0.4621,0.344,38916,50099,37736,37736,0.4487,26000,35680,44781,29922,60021,0.633,0.581,35.82752,-82.551827
Marshall University,Huntington,WV,Southeast,Public,4-year,Bachelor's,0.9573,1061,7266,0.3868,0.374,41378,22022,9162,20342,0.5123,23250,39561,46354,29123,68397,0.673,0.502,38.422482,-82.428964
Marshalltown Community College,Marshalltown,IA,Plains,Public,2-year,Associate,,,788,0.2215,0.4501,34741,14425,5496,6504,0.4234,9500,36574,41010,23459,57594,0.61,0.232,42.00065,-92.909411
Martin Community College,Williamston,NC,Southeast,Public,2-year,Certificate,,,313,0.2259,0.5414,13793,11275,2523,8667,0.3929,,26883,26016,13138,38307,0.386,,35.836304,-77.094913
Martin Luther College,New Ulm,MN,Plains,Private nonprofit,4-year,Bachelor's,0.8717,1090,725,0.2705,,60924,29250,18120,18120,0.715,20177,40760,47491,29333,70940,0.713,0.425,44.30526,-94.472326
Mary Baldwin University,Staunton,VA,Southeast,Private nonprofit,4-year,Bachelor's,,,1090,0.5532,0.4,32121,45935,34152,34152,0.393,26586,39075,44427,26390,57577,0.729,0.598,38.153884,-79.069273
Maryland Beauty Academy of Essex,Baltimore,MD,Mid East,Private for-profit,Less than 2-year,Certificate,,,35,0.875,0.6701,12318,,,,0.75,8500,21104,20445,10080,35277,0.4,0.416,39.29844,-76.509213
Maryland Institute College of Art,Baltimore,MD,Mid East,Private nonprofit,4-year,Bachelor's,0.7679,1258,1189,0.2311,0.1738,73007,76860,56800,56800,0.7224,26500,33451,45212,21148,68654,0.667,0.586,39.308792,-76.621033
Marymount Manhattan College,New York,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.8261,1214,1577,0.284,0.2264,58699,65767,41870,41870,0.4904,25750,34052,49131,22072,75436,0.719,0.524,40.768787,-73.959767
Marymount University,Arlington,VA,Southeast,Private nonprofit,4-year,Bachelor's,0.9316,,1810,0.2306,0.2983,46409,57184,40920,40920,0.5351,25000,57801,67516,42262,94804,0.818,0.37,38.905562,-77.128785
Maryville College,Maryville,TN,Southeast,Private nonprofit,4-year,Bachelor's,0.6092,,1005,0.3774,0.3207,44952,54622,39284,39284,0.5,25375,39305,49279,34298,70568,0.702,0.515,35.751505,-83.964223
Maryville University of Saint Louis,Saint Louis,MO,Plains,Private nonprofit,4-year,Bachelor's,0.9508,,5658,0.3641,0.2959,54390,41959,27166,27166,0.6622,22000,55047,62105,42105,83389,0.823,0.354,38.644774,-90.505998
Marywood University,Scranton,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.6058,1162,1784,0.3196,0.295,66370,55582,41420,41420,0.7165,26186,47000,55817,36372,73929,0.723,0.469,41.434587,-75.634142
Massachusetts Bay Community College,Wellesley Hills,MA,New England,Public,2-year,Associate,,,3837,0.2502,0.4325,26618,14185,5856,10800,0.172,6500,37504,52654,28486,83507,0.724,0.123,42.31212,-71.263458
Massachusetts College of Art and Design,Boston,MA,New England,Public,4-year,Bachelor's,0.7627,,1831,0.2953,0.2252,68352,34239,15400,43400,0.6887,25755,27090,43582,23238,72340,0.661,0.591,42.336862,-71.099275
Massachusetts College of Liberal Arts,North Adams,MA,New England,Public,4-year,Bachelor's,0.8974,,713,0.4127,0.3301,45534,26026,12436,21381,0.5564,23750,36803,48102,32972,67133,0.684,0.494,42.691361,-73.102817
Massachusetts College of Pharmacy and Health Sciences,Boston,MA,New England,Private nonprofit,4-year,Bachelor's,0.8521,1269,3451,0.3006,0.3049,50594,65022,40530,40530,0.6202,25000,77171,125557,84640,152747,0.925,0.199,42.336825,-71.101244
Massachusetts Institute of Technology,Cambridge,MA,New England,Private nonprofit,4-year,Bachelor's,0.0455,1560,4535,0.1932,0.2585,53870,82730,62396,62396,0.9641,14768,131633,143372,88222,243025,0.914,0.103,42.359243,-71.093226
Massachusetts Maritime Academy,Buzzards Bay,MA,New England,Public,4-year,Bachelor's,0.947,,1395,0.1896,0.2111,108367,31367,11420,23722,0.7406,25000,80424,82392,55062,123345,0.931,0.303,41.739072,-70.624084
Massasoit Community College,Brockton,MA,New England,Public,2-year,Associate,,,4235,0.2834,0.4609,27061,14904,5376,10320,0.1938,10000,38606,46111,29090,70341,0.625,0.217,42.07507,-70.989799
Mayfield College,Cathedral City,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,292,0.9579,0.6538,10529,,,,0.8241,9025,30456,29384,13678,43651,,0.307,33.790822,-116.458827
Mayland Community College,Spruce Pine,NC,Southeast,Public,2-year,Associate,,,362,0.2468,0.5164,19437,14932,2626,8770,0.46,,32221,34663,16040,51340,0.46,,35.934475,-82.016988
Maynard A. Traviss Technical College - Central Florida Aerospace Academy,Lakeland,FL,Southeast,Public,Less than 2-year,Not classified,,,,,0.5273,16670,,,,,,34550,39813,22593,56020,0.562,,,
Mayo Clinic College of Medicine and Science,Rochester,MN,Plains,Private nonprofit,4-year,Certificate,0.3901,,309,0.0203,,37211,,3257,3257,,10500,74758,79652,66112,91612,0.912,0.132,44.02215,-92.466428
Mayo Clinic College of Medicine and Science - Arizona,Phoenix,AZ,Southwest,Private nonprofit,4-year,Not classified,,,,,,37211,,,,,10500,74758,79652,66112,91612,0.912,0.132,,
Mayo Clinic College of Medicine and Science - Arizona,Scottsdale,AZ,Southwest,Private nonprofit,4-year,Not classified,,,,,,37211,,3257,3257,,10500,74758,79652,66112,91612,0.912,0.132,,
Mayo Clinic College of Medicine and Science - Florida,Jacksonville,FL,Southeast,Private nonprofit,4-year,Not classified,,,,,,37211,,3257,3257,,10500,74758,79652,66112,91612,0.912,0.132,,
Maysville Community and Technical College,Maysville,KY,Southeast,Public,2-year,Certificate,,,2284,0.3883,0.5823,18142,13222,4728,6432,0.5646,11500,27631,32194,15627,50246,0.475,0.357,38.626607,-83.806786
Mayville State University,Mayville,ND,Plains,Public,4-year,Bachelor's,,,733,0.2736,0.3016,47272,20657,7979,11237,0.406,18585,43597,47828,32033,65499,0.76,0.389,47.505415,-97.322554
McDaniel College,Westminster,MD,Mid East,Private nonprofit,4-year,Bachelor's,0.7793,,1617,0.361,0.2636,70197,65294,52081,52081,0.6329,25000,47879,60663,40571,81977,0.825,0.412,39.584231,-77.001992
McDowell Technical Community College,Marion,NC,Southeast,Public,2-year,Associate,,,608,0.2705,0.4987,20675,18783,2032,6640,0.4839,,33755,33035,16057,47000,0.469,,35.656254,-81.96208
McHenry County College,Crystal Lake,IL,Great Lakes,Public,2-year,Certificate,,,4691,0.1127,0.4843,27840,12345,4162,14399,0.3684,6260,36496,45143,27448,65865,0.591,0.139,42.259111,-88.368956
McKendree University,Lebanon,IL,Great Lakes,Private nonprofit,4-year,Bachelor's,0.7172,,1752,0.336,0.3256,49041,48845,34740,34740,0.5333,23250,49439,58572,39892,83018,0.808,0.397,38.608154,-89.816822
McLennan Community College,Waco,TX,Southwest,Public,2-year,Associate,,,5668,0.3794,0.4728,23435,12920,3660,5910,0.3891,10500,32591,39163,21627,57390,0.59,0.268,31.58947,-97.171228
McMurry University,Abilene,TX,Southwest,Private nonprofit,4-year,Bachelor's,0.5704,1043,1176,0.2382,0.3742,39189,43778,32340,32340,0.4429,27000,38647,48779,32535,70366,0.74,0.554,32.429776,-99.748682
McNeese State University,Lake Charles,LA,Southeast,Public,4-year,Bachelor's,0.7827,1087,5005,0.3459,0.3848,35342,22810,8489,9989,0.4704,23000,38713,46453,26345,71043,0.7,0.495,30.178187,-93.217222
McPherson College,McPherson,KS,Plains,Private nonprofit,4-year,Bachelor's,0.7676,1058,872,0.3794,0.3056,57117,50611,37310,37310,0.3392,25242,41446,52084,34701,71211,0.784,0.485,38.371422,-97.642996
Mech-Tech College,Caguas,PR,Outlying Areas,Private for-profit,2-year,Certificate,,,2302,0.9234,0.4278,6303,18206,11394,11394,0.7235,3500,24493,24967,13568,42237,0.353,0.14,18.237102,-66.053276
MediaTech Institute-Dallas,Dallas,TX,Southwest,Private for-profit,2-year,Associate,,,199,0.5249,0.3645,18321,,,,0.697,20000,24950,33293,14125,56910,,0.601,32.92427,-96.902721
Medical Institute of Palm Beach,Greenacres,FL,Southeast,Private for-profit,Less than 2-year,Certificate,,,356,0.3098,0.5404,12293,,,,0.85,6417,24114,25811,14370,39148,,0.249,26.620478,-80.134959
Medical University of South Carolina,Charleston,SC,Southeast,Public,4-year,Bachelor's,,,303,0.1139,0.1883,6709,,,,,15000,77677,88420,65145,119437,0.92,0.17,32.784363,-79.947158
Medina County Career Center,Medina,OH,Great Lakes,Public,Less than 2-year,Certificate,,,43,0.4038,0.5918,14689,,,,0.7931,,35736,41273,23083,61412,,,41.155104,-81.901592
Mendocino College,Ukiah,CA,Far West,Public,2-year,Associate,,,2870,0.2793,0.5448,16089,17544,1423,10003,0.2537,10836,33313,40243,19706,61753,0.492,0.269,39.188989,-123.228809
Menlo College,Atherton,CA,Far West,Private nonprofit,4-year,Bachelor's,0.6847,,752,0.3105,0.4007,49601,72020,53630,53630,0.535,21750,60608,76419,42007,118127,0.8,0.285,37.453475,-122.190797
Merced College,Merced,CA,Far West,Public,2-year,Certificate,,,10001,0.375,0.5942,18008,14485,1200,8520,0.3572,,31468,37815,18554,57608,0.522,,37.3353,-120.476464
Mercer County Community College,West Windsor,NJ,Mid East,Public,2-year,Associate,,,5404,0.298,0.4995,24661,12545,5310,9174,0.249,10500,35267,43264,23440,64959,0.647,0.243,40.254398,-74.650719
Mercer County Technical Education Center,Princeton,WV,Southeast,Public,2-year,Certificate,,,120,0.6239,0.6216,16083,,,,0.7917,,36860,33511,22721,45064,0.673,,37.360024,-81.104647
Mercer University,Macon,GA,Southeast,Private nonprofit,4-year,Bachelor's,0.6889,1271,4500,0.3543,0.282,43172,58204,42312,42312,0.6962,24199,50231,58354,36398,85903,0.813,0.415,32.829134,-83.649392
Mercy College of Health Sciences,Des Moines,IA,Plains,Private nonprofit,4-year,Bachelor's,0.9971,980,867,0.3392,0.3461,41783,34398,17664,17664,0.6552,14745,53375,62234,42673,82563,0.818,0.237,41.594559,-93.626238
Mercy College of Ohio,Toledo,OH,Great Lakes,Private nonprofit,4-year,Bachelor's,0.9322,947,939,0.3273,0.4933,37468,30260,19470,19470,0.5581,20834,61877,65409,40535,84912,0.832,0.319,41.658319,-83.552538
Mercy University,Dobbs Ferry,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.8584,,5735,0.5005,0.4187,27174,32596,22880,22880,0.4571,19637,44969,52055,29099,76821,0.701,0.377,41.021626,-73.874447
Mercyhurst University,Erie,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.8102,,2191,0.3133,0.2867,51028,59557,45770,45770,0.6017,25305,39565,47452,28870,68639,0.744,0.533,42.10578,-80.053412
Meredith College,Raleigh,NC,Southeast,Private nonprofit,4-year,Bachelor's,0.7418,1204,1188,0.3591,0.2199,61780,57313,45630,45630,0.7007,25000,45293,51539,34140,75132,0.724,0.485,35.799351,-78.689995
Meridian College,Sarasota,FL,Southeast,Private for-profit,2-year,Certificate,,,163,0.5359,0.5442,16256,,,,0.5062,13000,36705,33735,15967,45724,0.273,0.385,27.380724,-82.425309
Meridian Community College,Meridian,MS,Southeast,Public,2-year,Associate,,,2156,0.3916,0.4186,19121,14334,4078,6478,0.344,5521,28752,31002,16778,49370,0.504,0.178,32.367355,-88.732823
Meridian Institute of Surgical Assisting,Nashville,TN,Southeast,Private for-profit,2-year,Certificate,,,805,0.2617,0.5538,44350,,,,,6840,68179,62978,42732,83038,,0.109,36.187738,-86.842536
Meridian Technology Center,Stillwater,OK,Southwest,Public,2-year,Certificate,,,307,0.1161,0.5045,14739,,,,0.475,,32852,34451,17605,52862,0.468,,36.106981,-97.108414
Merkaz Bnos-Business School,Brooklyn,NY,Mid East,Private nonprofit,2-year,Certificate,,,110,1.0,0.6341,15227,,,,0.9882,,29058,27249,16448,39830,0.339,,40.601511,-73.997176
Merrimack College,North Andover,MA,New England,Private nonprofit,4-year,Bachelor's,0.7002,,3916,0.1558,0.2068,102956,70038,53962,53962,0.7005,27000,54316,75584,52191,106878,0.882,0.357,42.668344,-71.124216
Merritt College,Oakland,CA,Far West,Public,2-year,Certificate,,,5288,0.1082,0.5479,13204,21424,1258,9898,0.2642,,36329,44392,18400,70228,0.59,,37.789088,-122.167335
Mesa Community College,Mesa,AZ,Southwest,Public,4-year,Certificate,,,14460,0.2097,0.4579,22608,18194,2358,8958,0.1564,7473,38702,44034,23692,66054,0.668,0.17,33.390323,-111.871255
Mesalands Community College,Tucumcari,NM,Southwest,Public,2-year,Certificate,,,411,0.1706,0.5135,15651,15975,2136,3408,0.4211,,27639,32272,16074,47244,0.479,,35.170332,-103.736303
Messenger College,Bedford,TX,Southwest,Private nonprofit,4-year,Bachelor's,0.375,,24,0.8148,,28400,29881,11620,11620,1.0,,29135,29463,17447,53629,0.382,,32.85076,-97.161015
Messiah University,Mechanicsburg,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.7897,1236,2259,0.1964,0.1817,85483,55875,42240,42240,0.7496,25621,50192,54064,38104,75950,0.792,0.474,40.156579,-76.988269
Methodist College,Peoria,IL,Great Lakes,Private nonprofit,4-year,Bachelor's,0.3889,,245,0.5107,0.3478,30855,46874,18008,18008,0.2,31250,64709,69800,46643,89313,,0.448,40.7804,-89.682864
Methodist University,Fayetteville,NC,Southeast,Private nonprofit,4-year,Bachelor's,0.7514,1182,1448,0.413,0.3207,38888,55796,41250,41250,0.4351,27000,40540,48050,32466,69193,0.765,0.562,35.135058,-78.874426
Metro Beauty Academy,Allentown,PA,Mid East,Private for-profit,Less than 2-year,Certificate,,,197,0.1647,0.4797,30012,,,,0.9623,8028,22872,33859,17152,50234,,0.237,40.56865,-75.555591
Metro Technology Centers,Oklahoma City,OK,Southwest,Public,2-year,Certificate,,,632,0.1439,0.5147,20030,,,,0.3502,9500,35174,38830,19318,66216,0.634,0.245,35.512549,-97.478182
Metropolitan College of New York,New York,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.9,,402,0.6512,0.4958,14836,34203,20188,20188,0.4,27688,45086,46236,21570,69731,0.681,0.599,40.708706,-74.014702
Metropolitan Community College Area,Omaha,NE,Plains,Public,2-year,Associate,,,8775,0.1859,0.4707,23942,11667,3375,4950,0.2932,8217,35437,38773,20723,57577,0.583,0.212,41.310451,-95.957829
